@relation 'Crafting materials-weka.filters.unsupervised.attribute.Remove-R1-10,12'

@attribute 01_change_type {D,U,S}
@attribute p_change_day1_to_day2 numeric
@attribute p_change_day2_to_day3 numeric
@attribute p_change_day3_to_day4 numeric
@attribute p_change_day4_to_day5 numeric
@attribute p_change_day5_to_day6 numeric
@attribute p_change_day6_to_day7 numeric
@attribute p_change_day7_to_day8 numeric
@attribute p_change_day8_to_day9 numeric
@attribute p_change_day9_to_day10 numeric
@attribute p_change_day10_to_day11 numeric
@attribute p_change_day11_to_day12 numeric
@attribute p_change_day12_to_day13 numeric
@attribute p_change_day13_to_day14 numeric
@attribute p_change_day14_to_day15 numeric
@attribute p_change_day15_to_day16 numeric
@attribute p_change_day16_to_day17 numeric
@attribute p_change_day17_to_day18 numeric
@attribute p_change_day18_to_day19 numeric
@attribute p_change_day19_to_day20 numeric
@attribute p_change_day20_to_day21 numeric
@attribute p_change_day21_to_day22 numeric
@attribute p_change_day22_to_day23 numeric
@attribute p_change_day23_to_day24 numeric
@attribute p_change_day24_to_day25 numeric
@attribute p_change_day25_to_day26 numeric
@attribute p_change_day26_to_day27 numeric
@attribute p_change_day27_to_day28 numeric
@attribute p_change_day28_to_day29 numeric

@data
U,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889,-1.247173,-0.094615,1.106783,-1.616062,-1.035251,-0.494299,-0.85395
D,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889,-1.247173,-0.094615,1.106783,-1.616062,-1.035251,-0.494299
D,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889,-1.247173,-0.094615,1.106783,-1.616062,-1.035251
D,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889,-1.247173,-0.094615,1.106783,-1.616062
D,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889,-1.247173,-0.094615,1.106783
U,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889,-1.247173,-0.094615
D,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889,-1.247173
D,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562,-0.56889
D,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733,0.179562
D,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729,-0.942733
U,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863,-0.133729
U,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979,-1.861863
U,0.768762,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629,-1.099979
D,0.417262,0.768762,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0,-2.062629
D,-0.962182,0.417262,0.768762,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123,0
D,-2.966946,-0.962182,0.417262,0.768762,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071,1.60123
D,-1.658808,-2.966946,-0.962182,0.417262,0.768762,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558,2.321071
D,-1.240829,-1.658808,-2.966946,-0.962182,0.417262,0.768762,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307,0.280558
D,-3.171897,-1.240829,-1.658808,-2.966946,-0.962182,0.417262,0.768762,0.806524,-2.192801,-1.735119,-1.393686,-0.246679,1.259232,-1.400334,-0.839749,-0.422343,-0.332369,0.71512,3.197446,-0.713928,-1.571425,-1.512403,-0.664421,-0.126921,-2.152332,-0.872375,0.793844,1.2307
U,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0,0,0.326797,0,0,-0.970874,0,-4.923077
S,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0,0,0.326797,0,0,-0.970874,0
S,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0,0,0.326797,0,0,-0.970874
U,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0,0,0.326797,0,0
S,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0,0,0.326797,0
S,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0,0,0.326797
U,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0,0
S,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013,0
S,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0,2.28013
D,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0,0
S,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0,0
S,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471,0
D,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0,-0.318471
S,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0,0
S,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377,0
U,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0,-3.514377
S,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0,0
S,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0,0
U,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377,0
S,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0,0.993377
U,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0,0
S,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082,0
U,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0,-2.295082
S,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0,0
S,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564,0
U,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0,-2.684564
S,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0,0
S,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138,0
U,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0,1.724138
S,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0,0
S,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983,0
U,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0,0.338983
S,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0,0
S,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378,0
U,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0,3.378378
S,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0,0
U,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797,0
S,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0,-0.326797
S,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0,0
U,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869,0
S,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0,-0.327869
S,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0,0
U,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474,0
S,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0,3.289474
U,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0,0
S,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471,0
U,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0,0.318471
S,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444,0
U,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0,4.444444
S,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903,0
D,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0,0.607903
S,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0,0
S,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423,0
D,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0,0.60423
S,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0,0
D,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102,0
S,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0,2.102102
D,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0,0
D,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353,0
U,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0,0.882353
S,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0,0
U,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636,0
S,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0,0.874636
D,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104,0
S,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0,1.734104
D,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0,0
S,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091,0
U,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0,3.409091
S,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0,0
S,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527,0
U,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0,2.472527
S,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062,0
U,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0,2.949062
S,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667,0
U,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0,4.166667
S,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3,0
S,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0,3
U,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437,0
S,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0,-0.485437
D,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0,0
S,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122,0
D,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0,-2.195122
S,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012,0
U,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0,-1.995012
S,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812,0
S,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416,-1.017812
U,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386,-1.542416
S,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0,1.044386
S,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786,0
U,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0,1.808786
S,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036,0
D,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0,-1.269036
S,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972,0
D,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0,-3.598972
S,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667,0
S,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0,5.066667
D,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0,0
S,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071,0
S,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0,2.538071
D,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574,0
S,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0,0.742574
S,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914,0
D,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0,0.4914
S,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0,0
S,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487,0
D,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0,2.689487
S,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667,0
S,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0,-1.666667
D,0,0,-4.218362,0,0,-2.184466,0,0,-2.600473,0,0,-1.398601,0,0,-3.378378,0,-3.478261,0,3.837472,0,0,5.225653,0,0,3.694581,0,-1.694915,0
